1110000286,nursing clinics,primary care,establish primary,medicaid combination,advanced practice,schools enhance,measure provides,delivery underserved,access quality,comprehensive models
1110000287,staffing nursing,nurse safe,average nurses,hospitals require,patient mortality,care enforceable,ensure safety,reintroducing registered,standardized public,increasing financial
1110000309,costs healthcare,health coverage,uninsured massachusetts,businesses healthy,preventative care,improve coverage,benefits outweigh,arid health,aversion risk,washington bringing
1110000311,nonprofit hospitals,pay treatment,increased charitable,psychiatry conducts,service study,universities pension,support public,severe teaching,existing debtfinanced,outperformed forprofit
1110000325,plascencias lawyer,delay deportation,mexican nationals,lawful permanent,hardship legislation,alfredoto leave,support mrs,children relatives,refused return,documents notify
1110000346,pricing act,impose retail,consumers overturning,allowing manufacturers,misinterpretation antitrust,discounting jeopardized,clothing groceries,96yearold precedent,complaining vertical,fixing ftc
1110000450,hampshires veterans,hampshire fullservice,va hospital,vets access,state provide,fullservice medical,care new,river junction,hours boston,population 130
1110000531,student credit,prevent college,card protection,debt forcing,marketing strategies,americans save,ruin young,limit simple,significantly declined,compiling massive
1110000774,senator daschle,reforming health,secretary designate,presidentelect obamas,help committee,hhs nomination,thoughtful leadership,care americans,current fiscal,insurance husband
1110000804,mpg tractors,want atv,tariff road,dealership going,commodities futures,product costs,energy companies,increase domestic,areas consider,versus japanese
1110000817,healthcare information,senate health,improve patient,technology caucus,inefficient ineffective,reforms necessary,presidentelect obama,benefits electronic,care isnt,providers sooner
1110000818,costs health,information health,health presidentelect,today underinsured,reform medicare,safety reducing,reaping benefits,unemployment rates,gnp trillion,initiative enable
1110000959,rueden navy,reassigned battleship,uss iowa,mr von,veterans day,pacific conducted,25 1917,richmond returned,went boot,illinois underwent
1110001081,hamas terrorize,violence israelis,living gaza,palestinians inflame,israel stand,defend citizens,rockets rain,mortar attacks,respond react,continue
1110001211,discrimination case,lilly ledbetter,employee suffered,file wagediscrimination,colleagues justices,goodyear disenfranchise,madam speaker,stit 1979,payroll left,disability age
1110001238,incomes womenheaded,speaker pelosi,paycheck fairness,faltering economy,priority congress,thank chairman,social security,insecurity declining,filed 800,americans families
1110001365,governments stimulus,trillion infrastructure,old trickledown,economy moving,fdr reflected,percent unemployment,americans work,lets rebuild,scheme collapsing,homes using
1110001389,dwelling hardships,adopted homeless,dollie harvey,nursing homes,helped rebuild,jack,money energy,teton dam,respiratory disease,americans age
1110001403,missouri mary,missouri board,appointed mary,death mrs,nursing,governor mel,alumni service,chairman tenure,degree education,newspaper business
1110001491,attorney general,nominate judge,obamas nomination,justice american,alberto gonzales,holder best,investigate president,agree eric,columbia indicted,decisions merits
1110001523,spending federal,highest deficits,add deficitgiven,president bailout,priorities americans,new presidentelect,large supplyside,recovery package,comments hearing,colleagues objecting
1110001649,oil prices,markets introducing,price escalating,economic crisis,money commodity,demand responsible,president ask,senator thinks,barrel day,rocketing moon
1110001827,bay pines,veterans quality,satisfaction bay,florida receive,medical centers,carey award,laurels staff,ranks,speaker representing,improve performance
1110001837,sister adrian,sister congregation,scranton ministering,extraordinary woman,mary early,congratulating sister,income families,capacity caring,project hope,began 1949
1110001954,coach meyers,congratulations coach,coach northern,basketball instructor,reached ncaa,nsu wolves,university aberdeen,courageous journey,mens alltime,automobile accident
1110001972,dr khuri,va medical,surgeons managing,served chaired,president massachusetts,1992 professor,passed away,lebanon graduated,brain tumor,roxbury continuously
1110001982,hampshire veterans,state fullservice,receive care,legislation provides,va construct,hospitals new,health equity,massachusetts necessary,president rise,agreed cosponsor
1110001983,provide veterans,va hospital,legislation addresses,hawaii fullservice,health care,equity act,new hampshire,congress bipartisan,require department,interstate travel
1110001986,american geriatrics,gerontological nurses,shortage nursing,seniors vital,nationwide caregivers,agencies aging,population older,care frail,training rarity,policy proposals
1110001987,va hospitals,patients survived,died marion,care directives,employee health,process vetting,reports surgical,management disregarded,concerns quality,slipped hiring
1110002087,support reauthorization,good amendments,health insurance,republicans concerned,closed rule,stability funding,state childrens,current 18month,improve product,come aisle
1110002101,fix toothache,american health,cbo report,hospitals creating,driver died,cost life,abscess spread,recession makes,12yearold deamonte,strengthened accurate
1110002110,children uninsured,hospitals community,approaching calamity,serving poor,oklahoma mr,help protect,committees jurisdictionways,closing worked,hispanic million,energy commerce
1110002113,vote life,legislators dont,versus death,die insured,union health,american children,power apparent,cancer need,treatment werent,save thousands
1110002148,physicianowned hospitals,states shutting,care prohibiting,rural americans,hurt economy,congress aisle,ownership helping,deliver class,access highquality,today going
1110002155,medicare seniors,family colorado,hospital choice,care relationship,law cancer,kids eligible,citizens told,80 000,services deserve,lets pit
1110002168,legislation physicianowned,hospitals banned,center medicare,construction bellevue,facility stop,district midwest,madam speaker,provide labor,expected completed,population nebraska
1110002195,constructing hospitals,treated legislation,patient satisfaction,transformation america,care country,contirnaes physicians,congress receive,better health,serve community,district process
1110002270,healthcare coverage,speaker pelosi,true bipartisanship,legislation ready,obama calling,congress fail,program tenure,income children,trust american,chip administered
1110002273,childrens health,insurance program,cuts healthcare,support state,initiative raises,federal poverty,clara county,program reauthorization,vulnerable population,misleading immigration
1110002276,support legislation,children enrolled,strengthen schip,access healthcare,children sch6ol,state options,cover pregnant,ensure healthy,injustice excellent,budget shortfalls
1110002280,legislation urge,medicaid schip,understanding new,hearings issue,timely access,longerterm reauthorization,republican colleagues,aliens fraudulently,closing residents,received 285page
1110002281,coverage children,reauthorizing schip,states considering,medicaid,pallone congressman,program connecticut,bipartisan achievement,legislation necessary,reform madam,budgets cutting
1110002287,vote schip,families californias,health insurance,vulnerable americas,congress answer,impact recession,bring food,colleagues help,reauthorized alarming,jeopardizing ability
1110002288,children uninsured,affordable healthcare,qualify medicaid,chip reauthorization,extend health,obama continue,reform,michigans unemployment,landmark program,doprovide needed
1110002706,gemperle emigrated,annemarie dezlhofer,california ernie,bbo mr,today colleague,1929 bischofsell,turlock daughters,egg industry,marry childhood,emanuel medical
1110003058,known dr,pharmacy degree,diamandis endearingly,practitioner earned,springs sponge,madam speaker,career 1961,vas born,1929 tarpon,catroulis remained
1110003074,biden senator,president finally,tim johnson,hug joe,secretary remember,talking voters,say vice,inability speak,foreign relations,family remarkable
1110003285,illness senator,housing proposes,following repeal,stabilize banking,foreclosure did,tarp money,referred collapse,hope presidentelect,replace tax,value americans
1110003360,providers medicaid,healthcare information,electronic medical,registries disease,transforming health,ensure safetynet,federal government,including kaiser,technology hit,allergies assistance
1110003362,pregnancy crisis,abortions offering,funding women,provide parents,woman finds,joy miracle,supporting human,america realizeif,genetic disability,unacceptably
1110003403,coverage children,millions uninsured,medicaid states,schip benefitsensuring,expand health,reauthorization act,healthy saving,increase unemployment,percent american,strong support
1110003406,children uninsured,affordable healthcare,chip bringing,immigrants million,coverage additional,expanding health,reauthorization act,families passage,afford ignore,congress look
1110003416,coverage children,including medicaid,enroll illinois,children chicago,policy healthy,schip critical,costly emergency,helping low,thurgood marshall,programs closing
1110003418,major pryor,pryor mourn,trauma surgeons,madam speaker,war volunteered,life john,mourn loss,congressional record,md mosul,christmas day
1110003488,ensuring stimulus,future taxpayers,work presidentelect,thank senators,look forward,week priorities,investing clean,american photovoltaic,cuttingedge thinfilm,promise plugin
1110003533,georgia griffin,bell died,resolution preamble,1948 practiced,boyette,1918 americus,resolved senate,president ask,raised shiloh,school desegregation
