1140000067,policies energy,alternative fuels,understand congress,nonpartisan macroeconomic,president finally,legislation gentlewoman,america grow,rochester new,opportunities debatebut,sent heremine
1140000142,obamacare penalize,va exempt,veterans madam,employees health,care tricare,mandate hire,legislation reserve,thank congressman,speaker law,balance time
1140000149,rate veterans,mandate obamacare,unemployment rate,9111 percent,hire heroes,employees provide,america deserve,according bureau,davis today,honor 54
1140000152,obamacare veterans,bring congress,brad idea,superintendent madison,assistance commission,4061 bipartisan,illinois impacts,hire heroes,stagnation washington,served
1140000158,va obamacares,hire veterans,bipartisan passed,congress begins,commitment american,grow economy,encourage colleagues,burdens small,heroes act,speaker fall
1140000161,hire veterans,heroes act,national unemployment,colleagues vote,obamacare penalty,senate today,washington does,start anew,efforts stonewalled,believe better
1140000164,legislation veterans,aca businesses,balance priorities,keystone debate,heroes act,rate unemployment,40hour week,said beginning,roseville michigan,speaker yield
1140000315,obamacares fulltime,fulltime workers,reintroducing hours,overtime eligibility,work definition,450 employers,aca 40,average american,senator donnelly,using 30hour
1140000362,hospital bob,built millspeninsula,1991 ceo,topnotch emergency,strengthening care,facility years,earthquake technology,merwin remarkable,opening stateoftheart,welldeserved retirement
1140000368,duane burlingame,pound lifts,athlete currently,st jude,championships believes,raised funds,sending toys,association bench,annual welker,sids american
1140000370,supervisor larry,stocktonian graduate,san joaquin,chairman san,ruhstaller retirement,county board,delta protection,health plan,serving eighth,creating green
1140000395,health pennsylvania,punxsutawney pennsylvania,office rural,blough punxsutawney,patient coordination,funded federal,strengthening improving,programming elk,awards recognize,expand datadriven
1140000430,terrorism insurance,earlier reauthorize,house act,risk time,tria program,includes bipartisan,protections altering,replaces taxpayerfunded,9111 intended,process policyholders
1140000451,insurance coverage,reauthorize terrorism,publicprivate partnership,city recover,disruptions tria,problem congress,federal backstop,remain risky,events 9111,program cost
1140000590,cuba president,leader issue,iii drug,cannabis rescheduled,relations china,failed policy,thank representative,offer humanitarian,rangel important,children epilepsy
1140000606,senator reid,remind congress,meaningful bipartisan,doing recovering,permanent change,rearranged committee,delivering remarks,unified democratic,today greek,thank friend
