1100000158,agenda colorado,package legislative,extension act,canyon expansion,eradication legislation,land usage,samaritan cleanups,methamphetamine trafficking,veterans cemetery,medicare cost
1100000228,nursing clinics,schools nursing,primary care,establish primary,medicaid combination,advanced practice,schools enhance,delivery underserved,bommunities serve,access quality
1100000233,nonprofit hospitals,demand charitable,uncompensated health,community benefits,care act,numbers uninsured,infectionprevention standards,allow support,modernize facilities,debtfinanced safe
1100000237,nonprofit hospitals,demand charitable,uncompensated health,infectionprevention standards,care act,service requirement,provide increased,debtfinanced safe,school pension,article june
1100000247,staffing nursing,nurses workload,nurse safe,average nurses,patient mortality,ensure safety,sufficient registered,critical shortage,require medicare,standardized public
1100000272,evans veterans,veterans legislation,served vietnam,legislation improves,treatment lane,seeks honor,benefits administration,care questions,senator olympia,president rise
1100000273,veterans healthcare,obama introducing,applaud senator,americans deployed,legislation serves,benefits improvement,resoluteness advocacy,lane evans,records hampered,average response
1100000276,trade agreements,economy president,globalization act,congress consider,extend presidents,affect american,product adjustments,assistance reform,strategies improve,wage replacement
1100000297,illnesses firefighters,firefighters protect,disaster federal,wildfire southern,damage cardiovascular,duties exposure,health owe,important protect,district responded,formaldehyde mercury
1100000495,tax cuts,believe congress,permanent deficit,improvements,universal healthcare,support rules,revitalize,house today,speaker rise,prepared ensure
1100000570,coach rutgers,congratulate rutgers,victory kansas,season bowl,bcs standings,schiano received,yards did,stifling defense,mr speaker,standard athletically
1100000608,legacy harold,mayor,madam speaker,meyer passed,distinguished humanitarian,volunteer denver,member littleton,lives applaud,good shepherd,born paullina
1100000626,magnet hospitals,magnettm designation,hospitals designation,nurses credentialing,patient satisfaction,standards excellence,designation means,madam,kansas attain,outperforms statistically
1100000633,africanamericans act,committee slavery,reparations discussion,slavery continue,congress conversations,sanctioned discrimination,legislation support,commission recommend,participation brown,collective reauthorized
1100000674,ms erma,houghtonkearney elementary,mother volunteered,fig garden,craveiro,children audrey,fresno known,operated dairy,happiness years,field person
1100000678,health savings,healthcare consume,healthy productive,exercise costs,national healthcare,epidemic obesity,nations fitness,activity substantially,phit initiative,creative solutions
1100000773,addressing medicare,drug prices,medicaid lowincome,opposed benefiting,congress changes,government negotiate,save senior,architects drug,formulary plans,program unmanageable
1100000815,navy corpsman,marines doc,marines privilege,sergeants injured,service blood,anderson sacrificed,farewell hospital,month arlington,reflected honor,heart 21gun
1100000821,officer jordan,dui specialist,enforcement tell,called colorado,president confidence,driver risk,judgment ken,blood alcohol,chicago graduated,like countless
1100000832,wesley autrey,selflessness members,lukes roosevelt,passenger moments,heroically putting,actions recovering,conducted utmost,nation resolved,train passed,save fellow
1100001055,net neutrality,internet freedom,fcc removed,vibrant internet,media americans,restore internet,ensuring consumers,removed nondiscrimination,economy small,merger conditions
1100001064,american education,curriculum result,ensure standards,states adopt,graders fits,developmental levels,comparisons national,achievement nea,voluntary core,president 5th
1100001067,lieutenant murphy,marines wounded,behalf veterans,awarded congressional,operation senior,hill stalled,1952 jerrys,president rise,actions february,pursuits relaxation
1100001489,army dustin,general douglas,twins born,keith commitment,leader quality,son donica,hero grew,described modest,unique sense,houston nickname
1100001530,congressional district,come washington,jefferson future,born debt,strong national,disciplined discipline,military families,colleagues blue,saying listen,dogs arrived
